"sex","age","region","placesize","depress","income","ls","marital","workab"
"MALE",21,"Podkarpackie","RURAL AREAS",6,972,"MIXED","SINGLE","NO"
"FEMALE",43,"Kujawsko-pomorskie","URBAN BELOW 20,000",1,400,"PLEASED","MARRIED","NO"
"MALE",37,"Podkarpackie","RURAL AREAS",0,1200,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",67,"Mazowieckie","URBAN 500,000 AND OVER",0,1448,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",37,"Opolskie","RURAL AREAS",1,100,"PLEASED","MARRIED","NO"
"MALE",63,"Mazowieckie","URBAN 20,000-100,000",4,725,"MOSTLY SATISFIED","DIVORCED","NO"
"FEMALE",24,"Warminsko-mazurskie","RURAL AREAS",3,1200,"MOSTLY SATISFIED","SINGLE","NO"
"MALE",27,"Mazowieckie","RURAL AREAS",0,420,"DELIGHTED","SINGLE","NO"
"MALE",64,"Slaskie","RURAL AREAS",0,1300,"MOSTLY DISSATISFIED","DIVORCED","NO"
"MALE",21,"Lubelskie","RURAL AREAS",0,NA,"PLEASED","SINGLE","NO"
"FEMALE",46,"Malopolskie","RURAL AREAS",10,-8,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",34,"Wielkopolskie","URBAN 500,000 AND OVER",0,NA,"PLEASED","MARRIED","NO"
"FEMALE",38,"Malopolskie","RURAL AREAS",0,803,"PLEASED","SINGLE","YES"
"MALE",58,"Malopolskie","URBAN 500,000 AND OVER",6,3000,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",35,"Mazowieckie","URBAN BELOW 20,000",0,1500,"MIXED","MARRIED","NO"
"FEMALE",55,"Slaskie","RURAL AREAS",2,1400,"MIXED","WIDOWED","NO"
"FEMALE",59,"Malopolskie","URBAN 500,000 AND OVER",5,1200,"MIXED","DIVORCED","NO"
"MALE",80,"Dolnoslaskie","RURAL AREAS",7,2000,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",30,"Wielkopolskie","RURAL AREAS",0,1800,"PLEASED","SINGLE","NO"
"FEMALE",27,"Wielkopolskie","URBAN 500,000 AND OVER",NA,1200,"PLEASED","SINGLE","NO"
"FEMALE",64,"Slaskie","URBAN 100,000-200,000",2,NA,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",64,"Mazowieckie","URBAN BELOW 20,000",9,1500,"PLEASED","MARRIED","NO"
"FEMALE",56,"Podkarpackie","URBAN BELOW 20,000",2,1800,"PLEASED","MARRIED","NO"
"FEMALE",56,"Swietokrzyskie","URBAN 100,000-200,000",0,2000,"PLEASED","MARRIED","NO"
"FEMALE",21,"Slaskie","URBAN 20,000-100,000",3,-8,"PLEASED","SINGLE",NA
"FEMALE",55,"Mazowieckie","URBAN BELOW 20,000",7,2000,"MOSTLY SATISFIED","DIVORCED","NO"
"MALE",56,"Lodzkie","RURAL AREAS",2,2000,"PLEASED","MARRIED","NO"
"FEMALE",47,"Slaskie","URBAN 20,000-100,000",7,980,"MIXED","DIVORCED","NO"
"FEMALE",22,"Kujawsko-pomorskie","URBAN BELOW 20,000",4,NA,"MOSTLY DISSATISFIED","SINGLE",NA
"FEMALE",62,"Wielkopolskie","URBAN 100,000-200,000",9,900,"MOSTLY SATISFIED","WIDOWED","NO"
"FEMALE",37,"Pomorskie","URBAN 20,000-100,000",3,1800,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",39,"Lodzkie","RURAL AREAS",0,-8,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",67,"Malopolskie","RURAL AREAS",8,980,"MIXED","MARRIED","NO"
"FEMALE",84,"Zachodnio-pomorskie","RURAL AREAS",15,1600,"MOSTLY SATISFIED","WIDOWED","NO"
"MALE",82,"Pomorskie","URBAN 20,000-100,000",7,1380,"PLEASED","MARRIED","NO"
"FEMALE",38,"Pomorskie","URBAN 100,000-200,000",0,-8,"PLEASED","MARRIED","NO"
"MALE",48,"Dolnoslaskie","URBAN 100,000-200,000",0,2000,"PLEASED","MARRIED","NO"
"FEMALE",38,"Slaskie","URBAN 100,000-200,000",7,-8,"PLEASED","MARRIED","NO"
"FEMALE",35,"Swietokrzyskie","URBAN BELOW 20,000",NA,3000,"PLEASED","MARRIED","NO"
"FEMALE",64,"Mazowieckie","RURAL AREAS",18,750,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",18,"Opolskie","RURAL AREAS",0,NA,"PLEASED","SINGLE","NO"
"FEMALE",46,"Pomorskie","RURAL AREAS",3,1350,"MIXED","DE FACTO SEPARATED","NO"
"FEMALE",73,"Lodzkie","URBAN BELOW 20,000",11,875,"MOSTLY SATISFIED","WIDOWED","NO"
"MALE",68,"Dolnoslaskie","URBAN BELOW 20,000",9,1000,"MOSTLY DISSATISFIED","MARRIED","NO"
"FEMALE",41,"Mazowieckie","RURAL AREAS",1,1500,"PLEASED","MARRIED","NO"
"FEMALE",19,"Mazowieckie","URBAN 500,000 AND OVER",3,NA,"MOSTLY SATISFIED","SINGLE",NA
"MALE",60,"Podlaskie","URBAN 100,000-200,000",2,1500,"PLEASED","MARRIED","NO"
"MALE",47,"Lodzkie","RURAL AREAS",3,1600,"MOSTLY SATISFIED","SINGLE","NO"
"FEMALE",55,"Swietokrzyskie","URBAN 100,000-200,000",4,444,"PLEASED","MARRIED","NO"
"FEMALE",50,"Wielkopolskie","RURAL AREAS",2,NA,"PLEASED","MARRIED","NO"
"MALE",48,"Kujawsko-pomorskie","URBAN 20,000-100,000",0,3000,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",63,"Slaskie","RURAL AREAS",2,-8,"PLEASED","MARRIED","NO"
"FEMALE",40,"Dolnoslaskie","URBAN 100,000-200,000",0,2000,"PLEASED","MARRIED","NO"
"FEMALE",59,"Malopolskie","RURAL AREAS",6,-8,"MIXED","MARRIED","NO"
"FEMALE",49,"Lodzkie","RURAL AREAS",0,-8,"MIXED","MARRIED","NO"
"FEMALE",40,"Podlaskie","RURAL AREAS",4,2500,"DELIGHTED","WIDOWED","NO"
"FEMALE",63,"Mazowieckie","RURAL AREAS",7,1400,"MIXED","MARRIED","NO"
"FEMALE",62,"Warminsko-mazurskie","URBAN 100,000-200,000",13,1150,"MIXED","WIDOWED","NO"
"MALE",68,"Mazowieckie","URBAN 100,000-200,000",5,2000,"PLEASED","MARRIED","NO"
"FEMALE",76,"Zachodnio-pomorskie","URBAN 20,000-100,000",8,820,"PLEASED","MARRIED","NO"
"MALE",22,"Lodzkie","RURAL AREAS",1,NA,"MOSTLY SATISFIED","SINGLE","YES"
"FEMALE",35,"Mazowieckie","URBAN 20,000-100,000",4,700,"MIXED","SINGLE","NO"
"MALE",74,"Podkarpackie","URBAN 100,000-200,000",3,1509,"PLEASED","MARRIED","NO"
"MALE",64,"Malopolskie","URBAN 100,000-200,000",6,2100,"MIXED","MARRIED","NO"
"MALE",23,"Kujawsko-pomorskie","RURAL AREAS",0,NA,"MOSTLY SATISFIED","SINGLE",NA
"MALE",30,"Podkarpackie","RURAL AREAS",0,1200,"MOSTLY SATISFIED","SINGLE","NO"
"MALE",64,"Dolnoslaskie","URBAN 100,000-200,000",3,1000,"PLEASED","MARRIED","NO"
"FEMALE",30,"Opolskie","RURAL AREAS",4,1000,"PLEASED","SINGLE","NO"
"FEMALE",50,"Malopolskie","URBAN 100,000-200,000",3,1200,"PLEASED","MARRIED","NO"
"MALE",51,"Dolnoslaskie","URBAN 500,000 AND OVER",3,2000,"PLEASED","MARRIED","NO"
"MALE",56,"Lubelskie","RURAL AREAS",9,1580,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",49,"Lubelskie","URBAN 20,000-100,000",1,1000,"MIXED","MARRIED","NO"
"FEMALE",68,"Zachodnio-pomorskie","URBAN BELOW 20,000",8,1170,"PLEASED","WIDOWED","NO"
"FEMALE",64,"Podkarpackie","URBAN 100,000-200,000",8,1000,"MIXED","MARRIED","NO"
"MALE",29,"Swietokrzyskie","URBAN BELOW 20,000",0,1500,"MIXED","MARRIED","NO"
"MALE",56,"Dolnoslaskie","URBAN 500,000 AND OVER",2,4000,"PLEASED","MARRIED","NO"
"FEMALE",39,"Pomorskie","RURAL AREAS",6,5400,"PLEASED","MARRIED","NO"
"FEMALE",29,"Warminsko-mazurskie","URBAN 100,000-200,000",4,2400,"PLEASED","MARRIED","NO"
"FEMALE",60,"Kujawsko-pomorskie","RURAL AREAS",NA,700,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",36,"Pomorskie","RURAL AREAS",0,1250,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",64,"Mazowieckie","URBAN 500,000 AND OVER",5,4650,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",25,"Slaskie","URBAN 20,000-100,000",0,NA,"PLEASED","SINGLE","YES"
"FEMALE",35,"Mazowieckie","URBAN 100,000-200,000",5,1200,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",68,"Lodzkie","URBAN 500,000 AND OVER",4,2000,"PLEASED","WIDOWED","NO"
"MALE",61,"Malopolskie","RURAL AREAS",0,1000,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",18,"Lodzkie","URBAN BELOW 20,000",1,NA,"DELIGHTED","SINGLE",NA
"FEMALE",63,"Slaskie","URBAN 200,000-500,000",2,NA,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",54,"Dolnoslaskie","RURAL AREAS",9,1100,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",72,"Slaskie","RURAL AREAS",3,700,"MIXED","MARRIED","NO"
"FEMALE",19,"Malopolskie","URBAN 200,000-500,000",1,500,"MOSTLY SATISFIED","SINGLE","NO"
"FEMALE",17,"Warminsko-mazurskie","RURAL AREAS",0,NA,"MOSTLY SATISFIED","SINGLE","NO"
"MALE",72,"Podkarpackie","RURAL AREAS",7,1000,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",25,"Lubelskie","URBAN BELOW 20,000",2,NA,"MOSTLY SATISFIED","SINGLE","NO"
"MALE",53,"Lodzkie","URBAN BELOW 20,000",1,NA,"PLEASED","MARRIED","NO"
"MALE",24,"Wielkopolskie","RURAL AREAS",0,-8,"MOSTLY SATISFIED","SINGLE","NO"
"FEMALE",66,"Podlaskie","URBAN 20,000-100,000",3,1300,"PLEASED","MARRIED","NO"
"FEMALE",65,"Opolskie","URBAN 200,000-500,000",2,1500,"PLEASED","MARRIED","NO"
"FEMALE",68,"Dolnoslaskie","RURAL AREAS",15,2500,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",80,"Warminsko-mazurskie","URBAN 200,000-500,000",5,720,"MOSTLY SATISFIED","WIDOWED","NO"
"FEMALE",26,"Kujawsko-pomorskie","RURAL AREAS",2,-8,"MOSTLY SATISFIED","SINGLE","NO"
"MALE",50,"Warminsko-mazurskie","RURAL AREAS",7,-8,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",67,"Swietokrzyskie","RURAL AREAS",12,1100,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",50,"Mazowieckie","RURAL AREAS",0,2400,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",64,"Slaskie","URBAN 200,000-500,000",2,3000,"DELIGHTED","MARRIED","NO"
"FEMALE",57,"Lubelskie","URBAN 100,000-200,000",10,1200,"MIXED","MARRIED","NO"
"FEMALE",20,"Wielkopolskie","URBAN 500,000 AND OVER",4,-8,"PLEASED","SINGLE","NO"
"FEMALE",40,"Mazowieckie","URBAN 500,000 AND OVER",1,3000,"PLEASED","MARRIED","NO"
"MALE",35,"Pomorskie","URBAN 20,000-100,000",0,3000,"PLEASED","MARRIED","NO"
"MALE",57,"Dolnoslaskie","URBAN 500,000 AND OVER",1,1500,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",66,"Slaskie","RURAL AREAS",8,-8,"PLEASED","MARRIED","NO"
"FEMALE",47,"Pomorskie","RURAL AREAS",5,2000,"MIXED","DE FACTO SEPARATED","NO"
"FEMALE",27,"Mazowieckie","URBAN 100,000-200,000",5,1000,"MOSTLY DISSATISFIED","MARRIED","NO"
"FEMALE",42,"Lubuskie","URBAN BELOW 20,000",7,1500,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",81,"Warminsko-mazurskie","URBAN 100,000-200,000",5,1500,"PLEASED","MARRIED","NO"
"MALE",51,"Warminsko-mazurskie","URBAN 100,000-200,000",2,1000,"PLEASED","MARRIED","NO"
"FEMALE",59,"Zachodnio-pomorskie","URBAN BELOW 20,000",4,1270,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",63,"Malopolskie","URBAN BELOW 20,000",2,1700,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",75,"Lubuskie","URBAN BELOW 20,000",8,630,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",43,"Opolskie","URBAN 200,000-500,000",4,5000,"PLEASED","MARRIED","NO"
"FEMALE",82,"Lodzkie","URBAN BELOW 20,000",0,860,"PLEASED","MARRIED","NO"
"FEMALE",43,"Podlaskie","URBAN 100,000-200,000",2,2800,"PLEASED","MARRIED","NO"
"FEMALE",77,"Slaskie","URBAN 100,000-200,000",13,850,"MOSTLY DISSATISFIED","WIDOWED","NO"
"MALE",23,"Wielkopolskie","RURAL AREAS",NA,1600,"MOSTLY SATISFIED","SINGLE","YES"
"FEMALE",37,"Zachodnio-pomorskie","RURAL AREAS",1,500,"MIXED","SINGLE","NO"
"FEMALE",35,"Kujawsko-pomorskie","URBAN 20,000-100,000",0,2500,"PLEASED","MARRIED","NO"
"FEMALE",32,"Swietokrzyskie","URBAN BELOW 20,000",0,-8,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",57,"Pomorskie","URBAN 20,000-100,000",8,836,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",64,"Swietokrzyskie","URBAN 100,000-200,000",8,1300,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",27,"Podkarpackie","RURAL AREAS",2,-8,"MIXED","SINGLE","NO"
"MALE",17,"Zachodnio-pomorskie","URBAN BELOW 20,000",0,2000,"PLEASED","SINGLE","NO"
"MALE",87,"Lodzkie","URBAN 500,000 AND OVER",14,1300,"PLEASED","WIDOWED","NO"
"FEMALE",48,"Zachodnio-pomorskie","RURAL AREAS",6,2000,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",70,"Swietokrzyskie","RURAL AREAS",15,1200,"MOSTLY DISSATISFIED","WIDOWED","NO"
"MALE",36,"Slaskie","URBAN 200,000-500,000",4,1500,"MIXED","MARRIED","NO"
"FEMALE",32,"Slaskie","URBAN 20,000-100,000",NA,NA,"PLEASED","MARRIED","NO"
"FEMALE",19,"Wielkopolskie","RURAL AREAS",2,NA,"MOSTLY SATISFIED","SINGLE",NA
"FEMALE",20,"Podkarpackie","URBAN 100,000-200,000",0,NA,"PLEASED","SINGLE","NO"
"FEMALE",60,"Warminsko-mazurskie","URBAN 100,000-200,000",6,1200,"MIXED","MARRIED","NO"
"MALE",73,"Malopolskie","URBAN BELOW 20,000",7,940,"MOSTLY SATISFIED","WIDOWED","NO"
"MALE",30,"Lodzkie","RURAL AREAS",2,380,"MIXED","SINGLE","NO"
"FEMALE",50,"Swietokrzyskie","RURAL AREAS",0,1450,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",36,"Lodzkie","RURAL AREAS",7,2000,"MIXED","SINGLE","NO"
"FEMALE",19,"Slaskie","URBAN BELOW 20,000",1,NA,"PLEASED","SINGLE","NO"
"MALE",36,"Slaskie","URBAN 200,000-500,000",5,2200,"MOSTLY SATISFIED","SINGLE","NO"
"FEMALE",62,"Wielkopolskie","URBAN 500,000 AND OVER",9,1150,"MIXED","MARRIED","NO"
"FEMALE",47,"Wielkopolskie","URBAN 100,000-200,000",13,1000,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",37,"Podkarpackie","RURAL AREAS",0,NA,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",75,"Warminsko-mazurskie","URBAN BELOW 20,000",11,NA,"PLEASED","WIDOWED","NO"
"MALE",38,"Podlaskie","URBAN 100,000-200,000",1,2300,"PLEASED","MARRIED","NO"
"MALE",56,"Mazowieckie","URBAN 100,000-200,000",4,2130,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",56,"Kujawsko-pomorskie","URBAN 20,000-100,000",4,1500,"MIXED","SINGLE","NO"
"FEMALE",43,"Swietokrzyskie","URBAN 100,000-200,000",1,3000,"DELIGHTED","MARRIED","NO"
"FEMALE",23,"Warminsko-mazurskie","RURAL AREAS",0,1200,"DELIGHTED","SINGLE","NO"
"FEMALE",70,"Mazowieckie","RURAL AREAS",11,800,"MOSTLY SATISFIED","WIDOWED","NO"
"FEMALE",69,"Slaskie","RURAL AREAS",10,1700,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",62,"Malopolskie","URBAN 500,000 AND OVER",7,1300,"MIXED","WIDOWED","NO"
"MALE",60,"Lodzkie","RURAL AREAS",21,1100,"MOSTLY DISSATISFIED","MARRIED","NO"
"MALE",50,"Opolskie","RURAL AREAS",5,-8,"PLEASED","MARRIED","NO"
"FEMALE",47,"Mazowieckie","URBAN BELOW 20,000",12,1200,"MOSTLY SATISFIED","WIDOWED","NO"
"MALE",52,"Lodzkie","RURAL AREAS",3,520,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",38,"Malopolskie","RURAL AREAS",0,1016,"MOSTLY SATISFIED","MARRIED","YES"
"FEMALE",24,"Malopolskie","URBAN 500,000 AND OVER",1,900,"PLEASED","SINGLE","NO"
"MALE",60,"Malopolskie","RURAL AREAS",9,540,"MIXED","MARRIED","NO"
"MALE",26,"Swietokrzyskie","URBAN 20,000-100,000",2,-8,"MOSTLY SATISFIED","DE FACTO SEPARATED","NO"
"MALE",17,"Swietokrzyskie","URBAN BELOW 20,000",1,NA,"PLEASED","SINGLE","NO"
"MALE",51,"Lodzkie","URBAN BELOW 20,000",6,600,"PLEASED","MARRIED","NO"
"FEMALE",79,"Pomorskie","RURAL AREAS",12,1400,"PLEASED","WIDOWED","NO"
"MALE",66,"Wielkopolskie","URBAN 100,000-200,000",0,2300,"PLEASED","MARRIED","NO"
"MALE",23,"Dolnoslaskie","RURAL AREAS",NA,4200,"PLEASED","SINGLE","NO"
"MALE",58,"Slaskie","URBAN 20,000-100,000",4,-8,"MIXED","MARRIED","NO"
"FEMALE",57,"Podkarpackie","RURAL AREAS",3,NA,"MOSTLY DISSATISFIED","MARRIED","NO"
"FEMALE",78,"Slaskie","RURAL AREAS",9,760,"PLEASED","SINGLE","NO"
"FEMALE",52,"Mazowieckie","RURAL AREAS",12,2000,"MIXED","MARRIED","NO"
"FEMALE",31,"Warminsko-mazurskie","RURAL AREAS",7,500,"MOSTLY SATISFIED","DIVORCED","NO"
"MALE",44,"Slaskie","RURAL AREAS",14,511,"MIXED","MARRIED","NO"
"MALE",30,"Mazowieckie","URBAN 500,000 AND OVER",1,-8,"MOSTLY SATISFIED","SINGLE","NO"
"FEMALE",27,"Warminsko-mazurskie","RURAL AREAS",8,170,"MIXED","SINGLE","NO"
"FEMALE",28,"Opolskie","URBAN 200,000-500,000",1,-8,"MIXED","SINGLE","NO"
"FEMALE",77,"Slaskie","RURAL AREAS",9,820,"PLEASED","WIDOWED","NO"
"MALE",45,"Slaskie","URBAN 200,000-500,000",3,1500,"MOSTLY SATISFIED","SINGLE","NO"
"FEMALE",51,"Slaskie","URBAN 100,000-200,000",4,2300,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",51,"Kujawsko-pomorskie","URBAN 20,000-100,000",3,1000,NA,"MARRIED","NO"
"MALE",57,"Mazowieckie","URBAN 100,000-200,000",4,1200,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",36,"Pomorskie","RURAL AREAS",7,3000,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",42,"Wielkopolskie","RURAL AREAS",9,1300,"PLEASED","MARRIED","NO"
"FEMALE",59,"Malopolskie","URBAN 500,000 AND OVER",3,1500,"MOSTLY SATISFIED","DIVORCED","NO"
"FEMALE",45,"Swietokrzyskie","URBAN 20,000-100,000",5,2800,"MIXED","DIVORCED","NO"
"FEMALE",54,"Lodzkie","RURAL AREAS",7,600,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",27,"Mazowieckie","URBAN 100,000-200,000",0,4500,"PLEASED","MARRIED","NO"
"FEMALE",72,"Dolnoslaskie","RURAL AREAS",8,815,"PLEASED","WIDOWED","NO"
"FEMALE",37,"Dolnoslaskie","URBAN 100,000-200,000",4,1200,"MIXED","MARRIED","NO"
"MALE",54,"Wielkopolskie","RURAL AREAS",5,700,"MIXED","MARRIED","NO"
"MALE",58,"Opolskie","RURAL AREAS",9,1400,"PLEASED","MARRIED","NO"
"MALE",24,"Lodzkie","URBAN 500,000 AND OVER",7,2500,"MOSTLY SATISFIED","SINGLE","NO"
"FEMALE",60,"Dolnoslaskie","RURAL AREAS",6,1400,"PLEASED","MARRIED","NO"
"MALE",69,"Lubelskie","RURAL AREAS",4,650,"PLEASED","MARRIED","NO"
"MALE",20,"Opolskie","URBAN 100,000-200,000",3,NA,"MOSTLY SATISFIED","SINGLE","NO"
"FEMALE",42,"Warminsko-mazurskie","RURAL AREAS",1,-8,"PLEASED","MARRIED","NO"
"FEMALE",42,"Wielkopolskie","RURAL AREAS",5,NA,"DELIGHTED","WIDOWED","NO"
"MALE",76,"Slaskie","RURAL AREAS",16,1000,"MIXED","MARRIED","NO"
"FEMALE",45,"Lubelskie","RURAL AREAS",8,1200,"MIXED","SINGLE","NO"
"MALE",66,"Slaskie","URBAN 200,000-500,000",13,1150,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",65,"Warminsko-mazurskie","RURAL AREAS",5,1800,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",56,"Kujawsko-pomorskie","URBAN 20,000-100,000",5,-8,"PLEASED","MARRIED","NO"
"FEMALE",63,"Kujawsko-pomorskie","RURAL AREAS",15,1000,"MOSTLY DISSATISFIED","MARRIED","NO"
"MALE",78,"Lodzkie","RURAL AREAS",0,1200,"MIXED","MARRIED","NO"
"MALE",17,"Dolnoslaskie","RURAL AREAS",0,NA,"PLEASED","SINGLE",NA
"MALE",20,"Podkarpackie","URBAN BELOW 20,000",6,-8,"MIXED","SINGLE","NO"
"MALE",22,"Slaskie","URBAN 100,000-200,000",0,-8,"PLEASED","SINGLE",NA
"MALE",51,"Pomorskie","URBAN BELOW 20,000",9,2200,"MIXED","MARRIED","NO"
"FEMALE",27,"Wielkopolskie","URBAN BELOW 20,000",3,1500,"MOSTLY SATISFIED","SINGLE","NO"
"MALE",63,"Kujawsko-pomorskie","URBAN 100,000-200,000",10,1100,"MIXED","MARRIED","NO"
"FEMALE",27,"Lodzkie","RURAL AREAS",0,NA,"MOSTLY SATISFIED","SINGLE","YES"
"FEMALE",76,"Malopolskie","RURAL AREAS",7,860,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",40,"Podlaskie","RURAL AREAS",3,1000,"MOSTLY SATISFIED","DIVORCED","NO"
"MALE",20,"Slaskie","RURAL AREAS",NA,-8,"MOSTLY SATISFIED","SINGLE",NA
"FEMALE",61,"Podlaskie","RURAL AREAS",7,830,"MIXED","MARRIED","NO"
"MALE",80,"Swietokrzyskie","URBAN 100,000-200,000",12,444,"PLEASED","MARRIED","NO"
"MALE",78,"Kujawsko-pomorskie","RURAL AREAS",14,1000,"MOSTLY SATISFIED","WIDOWED","NO"
"FEMALE",55,"Podkarpackie","RURAL AREAS",15,750,"MIXED","WIDOWED","NO"
"FEMALE",23,"Slaskie","RURAL AREAS",0,1600,"PLEASED","SINGLE","NO"
"FEMALE",24,"Pomorskie","RURAL AREAS",0,-8,"PLEASED","SINGLE","NO"
"FEMALE",53,"Lubelskie","RURAL AREAS",NA,-8,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",75,"Mazowieckie","URBAN 500,000 AND OVER",13,2800,"PLEASED","MARRIED","NO"
"FEMALE",54,"Mazowieckie","URBAN 500,000 AND OVER",2,5000,"MIXED","SINGLE","NO"
"FEMALE",60,"Podkarpackie","RURAL AREAS",7,600,"PLEASED","MARRIED","NO"
"MALE",80,"Swietokrzyskie","URBAN 20,000-100,000",2,1800,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",53,"Malopolskie","RURAL AREAS",9,NA,"MIXED","MARRIED","NO"
"FEMALE",78,"Podlaskie","RURAL AREAS",13,680,"MOSTLY SATISFIED","WIDOWED","NO"
"MALE",59,"Zachodnio-pomorskie","URBAN 100,000-200,000",4,550,"PLEASED","MARRIED","NO"
"MALE",37,"Podlaskie","URBAN BELOW 20,000",1,1300,"PLEASED","MARRIED","NO"
"MALE",41,"Slaskie","URBAN 200,000-500,000",7,-8,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",36,"Lodzkie","URBAN 500,000 AND OVER",0,2000,"MOSTLY SATISFIED","SINGLE","NO"
"MALE",47,"Lodzkie","RURAL AREAS",3,-8,"PLEASED","MARRIED","NO"
"MALE",55,"Podkarpackie","RURAL AREAS",5,600,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",31,"Swietokrzyskie","URBAN 20,000-100,000",2,3650,"PLEASED","MARRIED","NO"
"MALE",60,"Mazowieckie","URBAN 500,000 AND OVER",2,2000,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",34,"Warminsko-mazurskie","URBAN BELOW 20,000",0,1900,"PLEASED","MARRIED","NO"
"FEMALE",40,"Dolnoslaskie","URBAN 100,000-200,000",11,740,"MIXED","MARRIED","NO"
"MALE",36,"Mazowieckie","URBAN 20,000-100,000",5,NA,"MIXED","SINGLE","NO"
"FEMALE",20,"Kujawsko-pomorskie","RURAL AREAS",0,150,"PLEASED","SINGLE",NA
"FEMALE",61,"Wielkopolskie","RURAL AREAS",7,-8,"PLEASED","MARRIED","NO"
"FEMALE",78,"Pomorskie","RURAL AREAS",11,1500,"PLEASED","WIDOWED","NO"
"FEMALE",49,"Zachodnio-pomorskie","URBAN BELOW 20,000",6,1200,"MOSTLY SATISFIED","SINGLE","NO"
"MALE",18,"Kujawsko-pomorskie","RURAL AREAS",1,NA,"DELIGHTED","SINGLE",NA
"MALE",56,"Pomorskie","URBAN 100,000-200,000",1,1500,"PLEASED","MARRIED","NO"
"MALE",60,"Lubuskie","RURAL AREAS",7,1600,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",52,"Dolnoslaskie","URBAN 100,000-200,000",6,-8,"PLEASED","MARRIED","NO"
"MALE",42,"Zachodnio-pomorskie","URBAN 100,000-200,000",0,1900,"PLEASED","MARRIED","NO"
"MALE",54,"Slaskie","RURAL AREAS",4,-8,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",22,"Dolnoslaskie","URBAN 200,000-500,000",10,900,"PLEASED","SINGLE","NO"
"MALE",61,"Lubuskie","RURAL AREAS",7,1500,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",71,"Mazowieckie","RURAL AREAS",10,700,"MOSTLY SATISFIED","WIDOWED","NO"
"MALE",47,"Opolskie","RURAL AREAS",0,1300,"PLEASED","MARRIED","NO"
"MALE",25,"Zachodnio-pomorskie","URBAN 100,000-200,000",0,1200,"MOSTLY SATISFIED","SINGLE","NO"
"MALE",30,"Slaskie","RURAL AREAS",2,1500,"MIXED","MARRIED","NO"
"MALE",21,"Kujawsko-pomorskie","RURAL AREAS",1,NA,"PLEASED","SINGLE",NA
"MALE",21,"Lodzkie","RURAL AREAS",0,1000,"PLEASED","SINGLE","NO"
"FEMALE",46,"Dolnoslaskie","URBAN 100,000-200,000",6,1000,"PLEASED","MARRIED","NO"
"MALE",47,"Lubelskie","URBAN BELOW 20,000",3,-8,"PLEASED","MARRIED","NO"
